granularity,system,prefix,reference,prediction,latency_ms,char_match,usefulness,first_word_match,semantic_sim,overlap
partial_word,random_baseline,"The provided script functions properly. There was no error and everything worked straight out of the box. However, your explanation of what the script is doing is not entirely correct. Actually all points are correct except point 3. Point 3 is completely unrelated to the script you have pro",vided.,warnings,0,0.0,0,,,
partial_word,qwen,Are there an,y, infinite number of solutions to,245.14198303222656,0.0,1,,,
partial_word,frequency_baseline,Are there an,y,the,0,0.0,1,,,
partial_word,ngram_baseline,Are there an,y,the,0,0.0,1,,,
partial_word,random_baseline,Are there an,y,wheel,0,0.0,1,,,
partial_word,qwen,Are there any other NumPy function,s, that can be used to,312.1342658996582,0.0,1,,,
partial_word,frequency_baseline,Are there any other NumPy function,s,the,0,0.0,1,,,
partial_word,ngram_baseline,Are there any other NumPy function,s,the,0,0.0,1,,,
partial_word,random_baseline,Are there any other NumPy function,s,anxiety,0,0.0,0,,,
partial_word,qwen,Are there any other NumPy functions would help in comparing the act,ual,uarial data with the,222.2130298614502,0.6666666666666666,2,,,
partial_word,frequency_baseline,Are there any other NumPy functions would help in comparing the act,ual,the,0,0.0,0,,,
partial_word,ngram_baseline,Are there any other NumPy functions would help in comparing the act,ual,the,0,0.0,0,,,
partial_word,random_baseline,Are there any other NumPy functions would help in comparing the act,ual,events,0,0.0,0,,,
partial_word,qwen,Are there any other NumPy functions would help in comparing the actual outcomes to t,he,"-test results?

Yes,",224.43509101867676,0.0,0,,,
partial_word,frequency_baseline,Are there any other NumPy functions would help in comparing the actual outcomes to t,he,the,0,0.0,1,,,
partial_word,ngram_baseline,Are there any other NumPy functions would help in comparing the actual outcomes to t,he,the,0,0.0,1,,,
partial_word,random_baseline,Are there any other NumPy functions would help in comparing the actual outcomes to t,he,computer,0,0.0,0,,,
partial_word,qwen,Can you create a function in Javascr,ipt,pt that takes a string,227.16069221496582,0.0,1,,,
partial_word,frequency_baseline,Can you create a function in Javascr,ipt,the,0,0.0,0,,,
partial_word,ngram_baseline,Can you create a function in Javascr,ipt,the,0,0.0,0,,,
partial_word,random_baseline,Can you create a function in Javascr,ipt,github,0,0.0,0,,,
partial_word,qwen,Can you create a function in Javascript that returns a stri,ng,kethrough line in,223.69790077209473,0.0,0,,,
partial_word,frequency_baseline,Can you create a function in Javascript that returns a stri,ng,the,0,0.0,0,,,
partial_word,ngram_baseline,Can you create a function in Javascript that returns a stri,ng,the,0,0.0,0,,,
partial_word,random_baseline,Can you create a function in Javascript that returns a stri,ng,american,0,0.0,0,,,
partial_word,qwen,Can you create a function in Javascript that returns a string of the current d,ate,unes in a specific region,222.00608253479004,0.0,0,,,
partial_word,frequency_baseline,Can you create a function in Javascript that returns a string of the current d,ate,the,0,0.0,0,,,
partial_word,ngram_baseline,Can you create a function in Javascript that returns a string of the current d,ate,the,0,0.0,0,,,
partial_word,random_baseline,Can you create a function in Javascript that returns a string of the current d,ate,free,0,0.0,0,,,
partial_word,qwen,Can you create a function in Javascript that returns a string of the current date in this form,at?,": ""202",227.2970676422119,0.0,1,,,
partial_word,frequency_baseline,Can you create a function in Javascript that returns a string of the current date in this form,at?,the,0,0.0,1,,,
partial_word,ngram_baseline,Can you create a function in Javascript that returns a string of the current date in this form,at?,the,0,0.0,1,,,
partial_word,random_baseline,Can you create a function in Javascript that returns a string of the current date in this form,at?,email,0,0.0,0,,,
partial_word,qwen,I'm looking for interesting places to vis,it,age in the city.,221.0991382598877,0.0,0,,,
partial_word,frequency_baseline,I'm looking for interesting places to vis,it,the,0,0.0,1,,,
partial_word,ngram_baseline,I'm looking for interesting places to vis,it,the,0,0.0,1,,,
partial_word,random_baseline,I'm looking for interesting places to vis,it,try,0,0.0,0,,,
partial_word,qwen,I'm looking for interesting places to visit within a 2 hour drive of Sa,n,ipan. I want,222.52583503723145,0.0,1,,,
partial_word,frequency_baseline,I'm looking for interesting places to visit within a 2 hour drive of Sa,n,the,0,0.0,1,,,
partial_word,ngram_baseline,I'm looking for interesting places to visit within a 2 hour drive of Sa,n,the,0,0.0,1,,,
partial_word,random_baseline,I'm looking for interesting places to visit within a 2 hour drive of Sa,n,turn,0,0.0,1,,,
partial_word,qwen,"I'm looking for interesting places to visit within a 2 hour drive of San Diego, California. Ideally the location would be appropriate fo",r, a family with children.,227.3080348968506,0.0,1,,,
partial_word,frequency_baseline,"I'm looking for interesting places to visit within a 2 hour drive of San Diego, California. Ideally the location would be appropriate fo",r,the,0,0.0,1,,,
partial_word,ngram_baseline,"I'm looking for interesting places to visit within a 2 hour drive of San Diego, California. Ideally the location would be appropriate fo",r,the,0,0.0,1,,,
partial_word,random_baseline,"I'm looking for interesting places to visit within a 2 hour drive of San Diego, California. Ideally the location would be appropriate fo",r,designers,0,0.0,1,,,
partial_word,qwen,"I'm looking for interesting places to visit within a 2 hour drive of San Diego, California. Ideally the location would be appropriate for kids and would be something out of th",e, movie. I'm not,258.5339546203613,0.0,1,,,
partial_word,frequency_baseline,"I'm looking for interesting places to visit within a 2 hour drive of San Diego, California. Ideally the location would be appropriate for kids and would be something out of th",e,the,0,0.0,1,,,
partial_word,ngram_baseline,"I'm looking for interesting places to visit within a 2 hour drive of San Diego, California. Ideally the location would be appropriate for kids and would be something out of th",e,the,0,0.0,1,,,
partial_word,random_baseline,"I'm looking for interesting places to visit within a 2 hour drive of San Diego, California. Ideally the location would be appropriate for kids and would be something out of th",e,backyard,0,0.0,1,,,
partial_word,qwen,"I'm looking for interesting places to visit within a 2 hour drive of San Diego, California. Ideally the location would be appropriate for kids and would be something out of the ordinary. Could you recommend several places f",or," the user? Also,",260.01596450805664,0.0,0,,,
partial_word,frequency_baseline,"I'm looking for interesting places to visit within a 2 hour drive of San Diego, California. Ideally the location would be appropriate for kids and would be something out of the ordinary. Could you recommend several places f",or,the,0,0.0,0,,,
partial_word,ngram_baseline,"I'm looking for interesting places to visit within a 2 hour drive of San Diego, California. Ideally the location would be appropriate for kids and would be something out of the ordinary. Could you recommend several places f",or,the,0,0.0,0,,,
partial_word,random_baseline,"I'm looking for interesting places to visit within a 2 hour drive of San Diego, California. Ideally the location would be appropriate for kids and would be something out of the ordinary. Could you recommend several places f",or,going,0,0.0,0,,,
partial_word,qwen,How do I go about finding pl,ayers,anks in a 3,228.1336784362793,0.2,0,,,
partial_word,frequency_baseline,How do I go about finding pl,ayers,the,0,0.0,0,,,
partial_word,ngram_baseline,How do I go about finding pl,ayers,the,0,0.0,0,,,
partial_word,random_baseline,How do I go about finding pl,ayers,information,0,0.0,1,,,
partial_word,qwen,How do I go about finding players on my lev,el,"itating platform, and what",220.32999992370605,0.0,0,,,
partial_word,frequency_baseline,How do I go about finding players on my lev,el,the,0,0.0,0,,,
partial_word,ngram_baseline,How do I go about finding players on my lev,el,the,0,0.0,0,,,
partial_word,random_baseline,How do I go about finding players on my lev,el,ahead,0,0.0,0,,,
partial_word,qwen,How do I go about finding players on my level to pl,ay,"ow through the game,",223.76513481140137,0.0,1,,,
partial_word,frequency_baseline,How do I go about finding players on my level to pl,ay,the,0,0.0,1,,,
partial_word,ngram_baseline,How do I go about finding players on my level to pl,ay,the,0,0.0,1,,,
partial_word,random_baseline,How do I go about finding players on my level to pl,ay,terms,0,0.0,0,,,
partial_word,qwen,I could als,o,otake a look at,237.97893524169922,1.0,2,,,
partial_word,frequency_baseline,I could als,o,the,0,0.0,1,,,
partial_word,ngram_baseline,I could als,o,the,0,0.0,1,,,
partial_word,random_baseline,I could als,o,distro,0,0.0,1,,,
partial_word,qwen,I could also use my neighbou,rs, to help me with my,227.60820388793945,0.0,1,,,
partial_word,frequency_baseline,I could also use my neighbou,rs,the,0,0.0,0,,,
partial_word,ngram_baseline,I could also use my neighbou,rs,the,0,0.0,0,,,
partial_word,random_baseline,I could also use my neighbou,rs,square,0,0.0,1,,,
partial_word,qwen,I could also use my neighbours gas to he,at,"ave it up, but",218.6300754547119,0.5,0,,,
partial_word,frequency_baseline,I could also use my neighbours gas to he,at,the,0,0.0,0,,,
partial_word,ngram_baseline,I could also use my neighbours gas to he,at,the,0,0.0,0,,,
partial_word,random_baseline,I could also use my neighbours gas to he,at,similar,0,0.0,0,,,
partial_word,qwen,I could also use my neighbours gas to heat my house. I imagine she wouldn,'t,'t be able to do,223.09184074401855,1.0,2,,,
partial_word,frequency_baseline,I could also use my neighbours gas to heat my house. I imagine she wouldn,'t,the,0,0.0,0,,,
partial_word,ngram_baseline,I could also use my neighbours gas to heat my house. I imagine she wouldn,'t,the,0,0.0,0,,,
partial_word,random_baseline,I could also use my neighbours gas to heat my house. I imagine she wouldn,'t,corporation,0,0.0,0,,,
partial_word,qwen,How ho,t,ard the data from a,237.4551296234131,0.0,1,,,
partial_word,frequency_baseline,How ho,t,the,0,1.0,2,,,
partial_word,ngram_baseline,How ho,t,the,0,1.0,2,,,
partial_word,random_baseline,How ho,t,example,0,0.0,1,,,
partial_word,qwen,How hot is t,he,undra in the Arctic?,234.8790168762207,0.0,0,,,
partial_word,frequency_baseline,How hot is t,he,the,0,0.0,1,,,
partial_word,ngram_baseline,How hot is t,he,the,0,0.0,1,,,
partial_word,random_baseline,How hot is t,he,list,0,0.0,0,,,
partial_word,qwen,How hot is the sun and ho,w,"arses? Also,",228.48987579345703,0.0,1,,,
partial_word,frequency_baseline,How hot is the sun and ho,w,the,0,0.0,1,,,
partial_word,ngram_baseline,How hot is the sun and ho,w,the,0,0.0,1,,,
partial_word,random_baseline,How hot is the sun and ho,w,work,0,1.0,2,,,
partial_word,qwen,How hot is the sun and how far is it away f,rom," the sun? Also,",223.21510314941406,0.0,0,,,
partial_word,frequency_baseline,How hot is the sun and how far is it away f,rom,the,0,0.0,0,,,
partial_word,ngram_baseline,How hot is the sun and how far is it away f,rom,the,0,0.0,0,,,
partial_word,random_baseline,How hot is the sun and how far is it away f,rom,american,0,0.0,0,,,
partial_word,qwen,I have 1000$ bud,get,"ges, and I want",221.80485725402832,0.6666666666666666,0,,,
partial_word,frequency_baseline,I have 1000$ bud,get,the,0,0.0,0,,,
partial_word,ngram_baseline,I have 1000$ bud,get,the,0,0.0,0,,,
partial_word,random_baseline,I have 1000$ bud,get,where,0,0.0,0,,,
partial_word,qwen,"I have 1000$ budget to build a pc that I want to use for gaming, what compo",nents,ent should I choose?,230.8812141418457,0.0,0,,,
partial_word,frequency_baseline,"I have 1000$ budget to build a pc that I want to use for gaming, what compo",nents,the,0,0.0,0,,,
partial_word,ngram_baseline,"I have 1000$ budget to build a pc that I want to use for gaming, what compo",nents,the,0,0.0,0,,,
partial_word,random_baseline,"I have 1000$ budget to build a pc that I want to use for gaming, what compo",nents,page,0,0.0,0,,,
partial_word,qwen,"I have 1000$ budget to build a pc that I want to use for gaming, what components do you rec",omend,ieve? What is the,228.06620597839355,0.0,1,,,
partial_word,frequency_baseline,"I have 1000$ budget to build a pc that I want to use for gaming, what components do you rec",omend,the,0,0.0,0,,,
partial_word,ngram_baseline,"I have 1000$ budget to build a pc that I want to use for gaming, what components do you rec",omend,the,0,0.0,0,,,
partial_word,random_baseline,"I have 1000$ budget to build a pc that I want to use for gaming, what components do you rec",omend,social,0,0.0,0,,,
partial_word,qwen,Want to g,et,rieve for a loved one,238.27481269836426,0.0,0,,,
partial_word,frequency_baseline,Want to g,et,the,0,0.0,1,,,
partial_word,ngram_baseline,Want to g,et,the,0,0.0,1,,,
partial_word,random_baseline,Want to g,et,responses,0,0.0,1,,,
partial_word,qwen,Want to get started in th,e,rees? Let's see,227.93316841125488,0.0,1,,,
partial_word,frequency_baseline,Want to get started in th,e,the,0,0.0,1,,,
partial_word,ngram_baseline,Want to get started in th,e,the,0,0.0,1,,,
partial_word,random_baseline,Want to get started in th,e,graphing,0,0.0,1,,,
partial_word,qwen,Want to get started in the world of Linux,.,? This is the guide,219.29502487182617,0.0,1,,,
partial_word,frequency_baseline,Want to get started in the world of Linux,.,the,0,0.0,0,,,
partial_word,ngram_baseline,Want to get started in the world of Linux,.,the,0,0.0,0,,,
partial_word,random_baseline,Want to get started in the world of Linux,.,time,0,0.0,0,,,
partial_word,qwen,Want to get started in the world of Linux. Would it be advisable to i,nstall,386 or x,223.04201126098633,0.0,0,,,
partial_word,frequency_baseline,Want to get started in the world of Linux. Would it be advisable to i,nstall,the,0,0.0,0,,,
partial_word,ngram_baseline,Want to get started in the world of Linux. Would it be advisable to i,nstall,don't,0,0.0,0,,,
partial_word,random_baseline,Want to get started in the world of Linux. Would it be advisable to i,nstall,found,0,0.0,0,,,
partial_word,qwen,"Thanks for the information. However, I'm stil",l, not sure about the following,221.60911560058594,0.0,1,,,
partial_word,frequency_baseline,"Thanks for the information. However, I'm stil",l,the,0,0.0,1,,,
partial_word,ngram_baseline,"Thanks for the information. However, I'm stil",l,the,0,0.0,1,,,
partial_word,random_baseline,"Thanks for the information. However, I'm stil",l,tried,0,0.0,1,,,
partial_word,qwen,"Thanks for the information. However, I'm still not convinced. It seems to me that the internet's focus on engagement is causing mo",re,"xie, and I",228.94692420959473,0.0,0,,,
partial_word,frequency_baseline,"Thanks for the information. However, I'm still not convinced. It seems to me that the internet's focus on engagement is causing mo",re,the,0,0.0,1,,,
partial_word,ngram_baseline,"Thanks for the information. However, I'm still not convinced. It seems to me that the internet's focus on engagement is causing mo",re,the,0,0.0,1,,,
partial_word,random_baseline,"Thanks for the information. However, I'm still not convinced. It seems to me that the internet's focus on engagement is causing mo",re,level,0,0.0,0,,,
partial_word,qwen,"Thanks for the information. However, I'm still not convinced. It seems to me that the internet's focus on engagement is causing more harm than good, especially in terms of privacy, m",ental,"alingering, and the",255.7058334350586,0.0,0,,,
partial_word,frequency_baseline,"Thanks for the information. However, I'm still not convinced. It seems to me that the internet's focus on engagement is causing more harm than good, especially in terms of privacy, m",ental,the,0,0.0,0,,,
partial_word,ngram_baseline,"Thanks for the information. However, I'm still not convinced. It seems to me that the internet's focus on engagement is causing more harm than good, especially in terms of privacy, m",ental,the,0,0.0,0,,,
partial_word,random_baseline,"Thanks for the information. However, I'm still not convinced. It seems to me that the internet's focus on engagement is causing more harm than good, especially in terms of privacy, m",ental,further,0,0.0,0,,,
partial_word,qwen,"Thanks for the information. However, I'm still not convinced. It seems to me that the internet's focus on engagement is causing more harm than good, especially in terms of privacy, mental health, and social cohesion. What c",an,"ures this problem?

I",260.7429027557373,0.0,0,,,
partial_word,frequency_baseline,"Thanks for the information. However, I'm still not convinced. It seems to me that the internet's focus on engagement is causing more harm than good, especially in terms of privacy, mental health, and social cohesion. What c",an,the,0,0.0,0,,,
partial_word,ngram_baseline,"Thanks for the information. However, I'm still not convinced. It seems to me that the internet's focus on engagement is causing more harm than good, especially in terms of privacy, mental health, and social cohesion. What c",an,the,0,0.0,0,,,
partial_word,random_baseline,"Thanks for the information. However, I'm still not convinced. It seems to me that the internet's focus on engagement is causing more harm than good, especially in terms of privacy, mental health, and social cohesion. What c",an,path,0,0.0,0,,,
partial_word,qwen,What sort of environment could produce fluor,ide,"ine in the atmosphere,",229.02607917785645,0.3333333333333333,1,,,
partial_word,frequency_baseline,What sort of environment could produce fluor,ide,the,0,0.0,0,,,
partial_word,ngram_baseline,What sort of environment could produce fluor,ide,the,0,0.0,0,,,
partial_word,random_baseline,What sort of environment could produce fluor,ide,revolution,0,0.0,0,,,
partial_word,qwen,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosp","here,","ere, or something else",225.94594955444336,0.0,1,,,
partial_word,frequency_baseline,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosp","here,",the,0,0.0,0,,,
partial_word,ngram_baseline,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosp","here,",the,0,0.0,0,,,
partial_word,random_baseline,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosp","here,",content,0,0.0,0,,,
partial_word,qwen,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosphere, thick atmosphere? Or maybe an ocean of som",e,atic cells? What is,226.54390335083008,0.0,1,,,
partial_word,frequency_baseline,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosphere, thick atmosphere? Or maybe an ocean of som",e,the,0,0.0,1,,,
partial_word,ngram_baseline,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosphere, thick atmosphere? Or maybe an ocean of som",e,the,0,0.0,1,,,
partial_word,random_baseline,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosphere, thick atmosphere? Or maybe an ocean of som",e,right,0,0.0,1,,,
partial_word,qwen,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosphere, thick atmosphere? Or maybe an ocean of some sort of chemical? Would there be additional requirem","ents,",ets for such a life,257.4939727783203,0.25,1,,,
partial_word,frequency_baseline,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosphere, thick atmosphere? Or maybe an ocean of some sort of chemical? Would there be additional requirem","ents,",the,0,0.0,0,,,
partial_word,ngram_baseline,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosphere, thick atmosphere? Or maybe an ocean of some sort of chemical? Would there be additional requirem","ents,",the,0,0.0,0,,,
partial_word,random_baseline,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosphere, thick atmosphere? Or maybe an ocean of some sort of chemical? Would there be additional requirem","ents,",as,0,0.0,0,,,
partial_word,qwen,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosphere, thick atmosphere? Or maybe an ocean of some sort of chemical? Would there be additional requirements, such as extra high or extr",a,"aterrestrial? Also,",259.0608596801758,1.0,2,,,
partial_word,frequency_baseline,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosphere, thick atmosphere? Or maybe an ocean of some sort of chemical? Would there be additional requirements, such as extra high or extr",a,the,0,0.0,1,,,
partial_word,ngram_baseline,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosphere, thick atmosphere? Or maybe an ocean of some sort of chemical? Would there be additional requirements, such as extra high or extr",a,the,0,0.0,1,,,
partial_word,random_baseline,"What sort of environment could produce fluoride based life? Cold, hot, thin atmosphere, thick atmosphere? Or maybe an ocean of some sort of chemical? Would there be additional requirements, such as extra high or extr",a,will,0,0.0,1,,,
partial_word,qwen,Is t,ipping,adalafil effective for treating erectile,236.06109619140625,0.0,0,,,
partial_word,frequency_baseline,Is t,ipping,the,0,0.0,0,,,
partial_word,ngram_baseline,Is t,ipping,the,0,0.0,0,,,
partial_word,random_baseline,Is t,ipping,okay,0,0.0,0,,,
partial_word,qwen,Is tipping as mand,atory,ating a requirement for the,225.86917877197266,0.4,1,,,
partial_word,frequency_baseline,Is tipping as mand,atory,the,0,0.0,1,,,
partial_word,ngram_baseline,Is tipping as mand,atory,the,0,0.0,1,,,
partial_word,random_baseline,Is tipping as mand,atory,wavy,0,0.0,0,,,
partial_word,qwen,Is tipping as mandatory in London as it is in th,e,"ailand? Also, is",222.53775596618652,0.0,1,,,
partial_word,frequency_baseline,Is tipping as mandatory in London as it is in th,e,the,0,0.0,1,,,
partial_word,ngram_baseline,Is tipping as mandatory in London as it is in th,e,the,0,0.0,1,,,
partial_word,random_baseline,Is tipping as mandatory in London as it is in th,e,around,0,0.0,1,,,
partial_word,qwen,"Hi, can you write me a synop",sis,se of the following text,221.21119499206543,0.3333333333333333,0,,,
partial_word,frequency_baseline,"Hi, can you write me a synop",sis,the,0,0.0,0,,,
partial_word,ngram_baseline,"Hi, can you write me a synop",sis,the,0,0.0,0,,,
partial_word,random_baseline,"Hi, can you write me a synop",sis,product,0,0.0,0,,,
partial_word,qwen,"Hi, can you write me a synopsis for a fantasy book full of d",ark,"uality and magic, with",220.80206871032715,0.0,0,,,
partial_word,frequency_baseline,"Hi, can you write me a synopsis for a fantasy book full of d",ark,the,0,0.0,0,,,
partial_word,ngram_baseline,"Hi, can you write me a synopsis for a fantasy book full of d",ark,the,0,0.0,0,,,
partial_word,random_baseline,"Hi, can you write me a synopsis for a fantasy book full of d",ark,desmos,0,0.0,0,,,
partial_word,qwen,"Hi, can you write me a synopsis for a fantasy book full of dark humor whose main characters are four unlikely friends: a demon hunter, a vampire baroness, a werewolf and a gravedigger. They form a team for spe",cial,"akeasy, and the",260.4560852050781,0.0,0,,,
partial_word,frequency_baseline,"Hi, can you write me a synopsis for a fantasy book full of dark humor whose main characters are four unlikely friends: a demon hunter, a vampire baroness, a werewolf and a gravedigger. They form a team for spe",cial,the,0,0.0,0,,,
partial_word,ngram_baseline,"Hi, can you write me a synopsis for a fantasy book full of dark humor whose main characters are four unlikely friends: a demon hunter, a vampire baroness, a werewolf and a gravedigger. They form a team for spe",cial,the,0,0.0,0,,,
partial_word,random_baseline,"Hi, can you write me a synopsis for a fantasy book full of dark humor whose main characters are four unlikely friends: a demon hunter, a vampire baroness, a werewolf and a gravedigger. They form a team for spe",cial,basic,0,0.0,0,,,
partial_word,qwen,I tried connecti,ng, to the internet and it,229.87079620361328,0.0,0,,,
partial_word,frequency_baseline,I tried connecti,ng,the,0,0.0,0,,,
partial_word,ngram_baseline,I tried connecti,ng,the,0,0.0,0,,,
partial_word,random_baseline,I tried connecti,ng,title,0,0.0,0,,,
partial_word,qwen,I tried connecting the charging cabl,e, to the power supply and,228.5292148590088,0.0,1,,,
partial_word,frequency_baseline,I tried connecting the charging cabl,e,the,0,0.0,1,,,
partial_word,ngram_baseline,I tried connecting the charging cabl,e,the,0,0.0,1,,,
partial_word,random_baseline,I tried connecting the charging cabl,e,shelf,0,0.0,1,,,
partial_word,qwen,I tried connecting the charging cable but nothing seems to have happened. Is t,here,aping the cable to the,220.60704231262207,0.0,0,,,
partial_word,frequency_baseline,I tried connecting the charging cable but nothing seems to have happened. Is t,here,the,0,0.0,0,,,
partial_word,ngram_baseline,I tried connecting the charging cable but nothing seems to have happened. Is t,here,the,0,0.0,0,,,
partial_word,random_baseline,I tried connecting the charging cable but nothing seems to have happened. Is t,here,complete,0,0.0,0,,,
partial_word,qwen,What a,re, big deal it is to,240.0660514831543,0.0,1,,,
partial_word,frequency_baseline,What a,re,the,0,0.0,1,,,
partial_word,ngram_baseline,What a,re,the,0,0.0,1,,,
partial_word,random_baseline,What a,re,list,0,0.0,0,,,
partial_word,qwen,What are t,he,"ides, and how do",242.34604835510254,0.0,0,,,
partial_word,frequency_baseline,What are t,he,the,0,0.0,1,,,
partial_word,ngram_baseline,What are t,he,the,0,0.0,1,,,
partial_word,random_baseline,What are t,he,because,0,0.0,0,,,
partial_word,qwen,What are the best way,s, to handle a situation where,227.53095626831055,0.0,1,,,
partial_word,frequency_baseline,What are the best way,s,the,0,0.0,1,,,
partial_word,ngram_baseline,What are the best way,s,the,0,0.0,1,,,
partial_word,random_baseline,What are the best way,s,face,0,0.0,1,,,
partial_word,qwen,What are the best ways to in,crease,culcate a child's,226.38583183288574,0.16666666666666666,0,,,
partial_word,frequency_baseline,What are the best ways to in,crease,the,0,0.0,0,,,
partial_word,ngram_baseline,What are the best ways to in,crease,the,0,0.0,0,,,
partial_word,random_baseline,What are the best ways to in,crease,can't,0,0.16666666666666666,0,,,
partial_word,qwen,The ans,wers,we should be \boxed,237.3497486114502,0.5,1,,,
partial_word,frequency_baseline,The ans,wers,the,0,0.0,0,,,
partial_word,ngram_baseline,The ans,wers,the,0,0.0,0,,,
partial_word,random_baseline,The ans,wers,refuse,0,0.0,0,,,
partial_word,qwen,The answers a,re,", b, c,",238.62910270690918,0.0,1,,,
partial_word,frequency_baseline,The answers a,re,the,0,0.0,1,,,
partial_word,ngram_baseline,The answers a,re,the,0,0.0,1,,,
partial_word,random_baseline,The answers a,re,right,0,0.5,0,,,
partial_word,qwen,The answers are correct 💯 wa,y,ht is the correct answer,227.6008129119873,0.0,0,,,
partial_word,frequency_baseline,The answers are correct 💯 wa,y,the,0,0.0,1,,,
partial_word,ngram_baseline,The answers are correct 💯 wa,y,the,0,0.0,1,,,
partial_word,random_baseline,The answers are correct 💯 wa,y,why,0,0.0,1,,,
partial_word,qwen,Write a fun story t,hat,acked on to the end,224.91025924682617,0.0,0,,,
partial_word,frequency_baseline,Write a fun story t,hat,the,0,0.0,0,,,
partial_word,ngram_baseline,Write a fun story t,hat,the,0,0.0,0,,,
partial_word,random_baseline,Write a fun story t,hat,okay,0,0.0,0,,,
partial_word,qwen,Write a fun story that can be told in 3 minutes at the dinner table. We a,re,woke to a strange phenomenon,226.99594497680664,0.0,1,,,
partial_word,frequency_baseline,Write a fun story that can be told in 3 minutes at the dinner table. We a,re,the,0,0.0,1,,,
partial_word,ngram_baseline,Write a fun story that can be told in 3 minutes at the dinner table. We a,re,the,0,0.0,1,,,
partial_word,random_baseline,Write a fun story that can be told in 3 minutes at the dinner table. We a,re,able,0,0.0,0,,,
partial_word,qwen,Write a fun story that can be told in 3 minutes at the dinner table. We are 3 developers enjoying a pizza. The s,tory,iren is a character that,228.81293296813965,0.0,0,,,
partial_word,frequency_baseline,Write a fun story that can be told in 3 minutes at the dinner table. We are 3 developers enjoying a pizza. The s,tory,the,0,0.25,0,,,
partial_word,ngram_baseline,Write a fun story that can be told in 3 minutes at the dinner table. We are 3 developers enjoying a pizza. The s,tory,the,0,0.25,0,,,
partial_word,random_baseline,Write a fun story that can be told in 3 minutes at the dinner table. We are 3 developers enjoying a pizza. The s,tory,are,0,0.0,0,,,
partial_word,qwen,Write a fun story that can be told in 3 minutes at the dinner table. We are 3 developers enjoying a pizza. The story must contain these word: zomb,"ie,","ified, zombie, zombie",255.27501106262207,0.5,0,,,
partial_word,frequency_baseline,Write a fun story that can be told in 3 minutes at the dinner table. We are 3 developers enjoying a pizza. The story must contain these word: zomb,"ie,",the,0,0.0,0,,,
